Subject,Body,Sender,BodyLength,HasLink,NumExclamations,HasSuspiciousWord,SenderDomainReputation,NumUppercaseWords,HasAttachment,Spam
free only,This is your chance to urgent 1454 dollars!!!,user200@freemoney.org,45,2,3,1,0,0,1,1
team update,"Hello, here is the report information you requested.",john@outlook.com,52,0,0,0,1,0,0,0
money today,This is your chance to crypto 968 dollars!!!,user643@cheapoffers.com,44,1,3,1,1,0,0,1
family update,"Hello, here is the family information you requested.",lucia@outlook.com,52,0,0,0,1,0,1,0
family update,"Hello, here is the update information you requested.",maria@outlook.com,52,1,0,0,1,0,0,0
report update,"Hello, here is the team information you requested.",lucia@outlook.com,50,1,0,0,1,0,0,0
project update,"Hello, here is the invoice information you requested.",lucia@udec.edu,53,0,0,0,1,0,1,0
document update,"Hello, here is the project information you requested.",lucia@outlook.com,53,0,0,0,1,0,0,0
update update,"Hello, here is the university information you requested.",kevin@outlook.com,56,0,0,0,1,0,0,0
discount now,This is your chance to money 5714 dollars!!!,user143@cheapoffers.com,44,1,3,1,0,0,1,1
university update,"Hello, here is the invoice information you requested.",lucia@gmail.com,53,0,0,0,1,0,0,0
invoice update,"Hello, here is the meeting information you requested.",kevin@gmail.com,53,1,0,0,1,0,0,0
project update,"Hello, here is the document information you requested.",john@udec.edu,54,0,0,0,1,0,1,0
document update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,1,0,0,1,0,0,0
project update,"Hello, here is the report information you requested.",kevin@udec.edu,52,1,0,0,1,0,1,0
team update,"Hello, here is the report information you requested.",john@outlook.com,52,1,0,0,1,0,1,0
schedule update,"Hello, here is the university information you requested.",maria@udec.edu,56,0,0,0,1,0,0,0
lottery now,This is your chance to free 428 dollars!!!,user622@cheapoffers.com,42,1,3,1,0,0,0,1
meeting update,"Hello, here is the schedule information you requested.",lucia@udec.edu,54,0,0,0,1,0,1,0
lottery today,This is your chance to prize 2411 dollars!!!,user200@cheapoffers.com,44,1,3,1,0,0,1,1
meeting update,"Hello, here is the meeting information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
team update,"Hello, here is the update information you requested.",maria@outlook.com,52,0,0,0,1,0,0,0
invoice update,"Hello, here is the university information you requested.",maria@outlook.com,56,0,0,0,1,0,0,0
report update,"Hello, here is the project information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
team update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
win now,This is your chance to lottery 9973 dollars!!!,user722@lottery.net,46,1,3,1,1,0,1,1
offer today,This is your chance to lottery 1959 dollars!!!,user908@lottery.net,46,2,3,1,0,0,1,1
family update,"Hello, here is the document information you requested.",maria@outlook.com,54,0,0,0,1,0,0,0
meeting update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,1,0,0,1,0,1,0
report update,"Hello, here is the update information you requested.",maria@outlook.com,52,1,0,0,1,0,1,0
invoice update,"Hello, here is the invoice information you requested.",maria@outlook.com,53,0,0,0,1,0,1,0
discount only,This is your chance to urgent 7350 dollars!!!,user316@freemoney.org,45,1,3,1,0,0,0,1
offer today,This is your chance to prize 8729 dollars!!!,user431@lottery.net,44,2,3,1,1,0,1,1
gift today,This is your chance to money 9715 dollars!!!,user329@freemoney.org,44,1,3,1,1,0,1,1
document update,"Hello, here is the report information you requested.",lucia@gmail.com,52,1,0,0,1,0,1,0
team update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
gift today,This is your chance to offer 2435 dollars!!!,user142@freemoney.org,44,2,3,1,1,0,1,1
invoice update,"Hello, here is the project information you requested.",john@outlook.com,53,0,0,0,1,0,1,0
gift only,This is your chance to offer 8658 dollars!!!,user545@lottery.net,44,1,3,1,1,0,1,1
project update,"Hello, here is the project information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
family update,"Hello, here is the update information you requested.",lucia@gmail.com,52,1,0,0,1,0,0,0
meeting update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
prize today,This is your chance to money 6218 dollars!!!,user993@freemoney.org,44,0,3,1,0,0,0,1
schedule update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,0,0
family update,"Hello, here is the schedule information you requested.",kevin@udec.edu,54,1,0,0,1,0,0,0
invoice update,"Hello, here is the university information you requested.",john@gmail.com,56,1,0,0,1,0,1,0
university update,"Hello, here is the meeting information you requested.",lucia@udec.edu,53,0,0,0,1,0,1,0
team update,"Hello, here is the university information you requested.",lucia@gmail.com,56,0,0,0,1,0,1,0
invoice update,"Hello, here is the document information you requested.",kevin@udec.edu,54,0,0,0,1,0,1,0
crypto only,This is your chance to lottery 2157 dollars!!!,user365@lottery.net,46,0,3,1,0,0,1,1
document update,"Hello, here is the family information you requested.",lucia@gmail.com,52,0,0,0,1,0,1,0
gift now,This is your chance to urgent 3482 dollars!!!,user531@cheapoffers.com,45,2,3,1,0,0,1,1
win only,This is your chance to money 9519 dollars!!!,user129@cheapoffers.com,44,1,3,1,0,0,0,1
team update,"Hello, here is the update information you requested.",kevin@udec.edu,52,0,0,0,1,0,1,0
prize today,This is your chance to gift 7438 dollars!!!,user197@lottery.net,43,2,3,1,1,0,1,1
project update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
family update,"Hello, here is the meeting information you requested.",kevin@udec.edu,53,0,0,0,1,0,1,0
schedule update,"Hello, here is the family information you requested.",maria@udec.edu,52,0,0,0,1,0,0,0
document update,"Hello, here is the schedule information you requested.",lucia@gmail.com,54,1,0,0,1,0,1,0
team update,"Hello, here is the family information you requested.",lucia@gmail.com,52,0,0,0,1,0,0,0
update update,"Hello, here is the report information you requested.",lucia@udec.edu,52,0,0,0,1,0,0,0
schedule update,"Hello, here is the invoice information you requested.",maria@gmail.com,53,0,0,0,1,0,1,0
family update,"Hello, here is the team information you requested.",kevin@gmail.com,50,0,0,0,1,0,1,0
university update,"Hello, here is the family information you requested.",john@gmail.com,52,0,0,0,1,0,1,0
family update,"Hello, here is the university information you requested.",maria@outlook.com,56,1,0,0,1,0,1,0
win only,This is your chance to offer 2435 dollars!!!,user790@cheapoffers.com,44,0,3,1,1,0,0,1
discount only,This is your chance to offer 3509 dollars!!!,user529@cheapoffers.com,44,2,3,1,0,0,1,1
gift now,This is your chance to lottery 9903 dollars!!!,user309@freemoney.org,46,0,3,1,1,0,1,1
update update,"Hello, here is the team information you requested.",kevin@outlook.com,50,0,0,0,1,0,0,0
prize now,This is your chance to money 4639 dollars!!!,user304@lottery.net,44,1,3,1,0,0,1,1
university update,"Hello, here is the meeting information you requested.",maria@outlook.com,53,0,0,0,1,0,1,0
offer now,This is your chance to gift 9259 dollars!!!,user265@lottery.net,43,2,3,1,1,0,1,1
schedule update,"Hello, here is the invoice information you requested.",kevin@gmail.com,53,0,0,0,1,0,1,0
invoice update,"Hello, here is the invoice information you requested.",john@outlook.com,53,1,0,0,1,0,1,0
team update,"Hello, here is the team information you requested.",lucia@udec.edu,50,0,0,0,1,0,0,0
win now,This is your chance to urgent 6602 dollars!!!,user722@cheapoffers.com,45,0,3,1,0,0,1,1
meeting update,"Hello, here is the project information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
urgent only,This is your chance to free 2469 dollars!!!,user210@cheapoffers.com,43,2,3,1,0,0,1,1
team update,"Hello, here is the schedule information you requested.",lucia@gmail.com,54,0,0,0,1,0,1,0
gift only,This is your chance to gift 3531 dollars!!!,user569@cheapoffers.com,43,0,3,1,0,0,1,1
free now,This is your chance to free 949 dollars!!!,user541@cheapoffers.com,42,0,3,1,1,0,0,1
offer today,This is your chance to crypto 5213 dollars!!!,user887@lottery.net,45,0,3,1,1,0,1,1
report update,"Hello, here is the report information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
project update,"Hello, here is the invoice information you requested.",maria@gmail.com,53,0,0,0,1,0,0,0
document update,"Hello, here is the invoice information you requested.",john@udec.edu,53,1,0,0,1,0,1,0
offer today,This is your chance to prize 9087 dollars!!!,user879@lottery.net,44,1,3,1,1,0,1,1
report update,"Hello, here is the family information you requested.",kevin@udec.edu,52,0,0,0,1,0,1,0
document update,"Hello, here is the university information you requested.",john@gmail.com,56,0,0,0,1,0,1,0
discount now,This is your chance to lottery 1660 dollars!!!,user496@cheapoffers.com,46,2,3,1,1,0,1,1
university update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,1,0,0,1,0,1,0
prize now,This is your chance to offer 5197 dollars!!!,user609@cheapoffers.com,44,1,3,1,0,0,1,1
family update,"Hello, here is the schedule information you requested.",kevin@gmail.com,54,1,0,0,1,0,1,0
document update,"Hello, here is the invoice information you requested.",kevin@outlook.com,53,0,0,0,1,0,1,0
offer now,This is your chance to crypto 5429 dollars!!!,user971@cheapoffers.com,45,0,3,1,1,0,1,1
gift only,This is your chance to free 5645 dollars!!!,user357@freemoney.org,43,1,3,1,1,0,1,1
team update,"Hello, here is the project information you requested.",john@outlook.com,53,1,0,0,1,0,1,0
family update,"Hello, here is the team information you requested.",maria@gmail.com,50,0,0,0,1,0,0,0
document update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,0,0,0,1,0,0,0
crypto only,This is your chance to money 9761 dollars!!!,user285@freemoney.org,44,2,3,1,1,0,1,1
university update,"Hello, here is the invoice information you requested.",maria@udec.edu,53,0,0,0,1,0,1,0
win today,This is your chance to urgent 3172 dollars!!!,user272@freemoney.org,45,0,3,1,1,0,0,1
university update,"Hello, here is the document information you requested.",lucia@udec.edu,54,0,0,0,1,0,1,0
university update,"Hello, here is the update information you requested.",maria@gmail.com,52,0,0,0,1,0,1,0
schedule update,"Hello, here is the document information you requested.",lucia@gmail.com,54,0,0,0,1,0,1,0
invoice update,"Hello, here is the update information you requested.",john@outlook.com,52,1,0,0,1,0,1,0
update update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,0,0
schedule update,"Hello, here is the update information you requested.",lucia@gmail.com,52,0,0,0,1,0,1,0
project update,"Hello, here is the university information you requested.",kevin@gmail.com,56,0,0,0,1,0,0,0
document update,"Hello, here is the project information you requested.",john@gmail.com,53,1,0,0,1,0,1,0
team update,"Hello, here is the team information you requested.",kevin@udec.edu,50,0,0,0,1,0,1,0
meeting update,"Hello, here is the document information you requested.",john@udec.edu,54,0,0,0,1,0,1,0
lottery now,This is your chance to offer 3395 dollars!!!,user346@cheapoffers.com,44,1,3,1,1,0,1,1
invoice update,"Hello, here is the document information you requested.",lucia@udec.edu,54,0,0,0,1,0,1,0
discount only,This is your chance to urgent 6487 dollars!!!,user659@freemoney.org,45,1,3,1,1,0,1,1
project update,"Hello, here is the project information you requested.",lucia@gmail.com,53,0,0,0,1,0,0,0
discount only,This is your chance to offer 682 dollars!!!,user756@cheapoffers.com,43,1,3,1,0,0,1,1
family update,"Hello, here is the report information you requested.",kevin@outlook.com,52,0,0,0,1,0,1,0
update update,"Hello, here is the meeting information you requested.",john@udec.edu,53,0,0,0,1,0,1,0
win only,This is your chance to discount 8970 dollars!!!,user728@cheapoffers.com,47,0,3,1,0,0,1,1
offer only,This is your chance to gift 6492 dollars!!!,user417@lottery.net,43,0,3,1,0,0,0,1
update update,"Hello, here is the report information you requested.",lucia@outlook.com,52,0,0,0,1,0,0,0
document update,"Hello, here is the family information you requested.",maria@udec.edu,52,0,0,0,1,0,0,0
document update,"Hello, here is the document information you requested.",lucia@outlook.com,54,0,0,0,1,0,0,0
prize today,This is your chance to gift 9584 dollars!!!,user281@cheapoffers.com,43,0,3,1,0,0,1,1
discount only,This is your chance to discount 4879 dollars!!!,user155@lottery.net,47,0,3,1,1,0,0,1
report update,"Hello, here is the family information you requested.",kevin@gmail.com,52,0,0,0,1,0,0,0
team update,"Hello, here is the family information you requested.",lucia@udec.edu,52,0,0,0,1,0,0,0
free today,This is your chance to offer 5414 dollars!!!,user640@cheapoffers.com,44,0,3,1,1,0,1,1
meeting update,"Hello, here is the update information you requested.",kevin@outlook.com,52,0,0,0,1,0,1,0
invoice update,"Hello, here is the schedule information you requested.",maria@gmail.com,54,0,0,0,1,0,1,0
report update,"Hello, here is the schedule information you requested.",maria@outlook.com,54,1,0,0,1,0,1,0
project update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
project update,"Hello, here is the document information you requested.",john@gmail.com,54,0,0,0,1,0,0,0
university update,"Hello, here is the update information you requested.",lucia@udec.edu,52,1,0,0,1,0,0,0
prize today,This is your chance to urgent 2232 dollars!!!,user881@cheapoffers.com,45,2,3,1,1,0,0,1
lottery today,This is your chance to free 9610 dollars!!!,user337@lottery.net,43,1,3,1,1,0,1,1
update update,"Hello, here is the report information you requested.",lucia@udec.edu,52,1,0,0,1,0,0,0
invoice update,"Hello, here is the schedule information you requested.",john@udec.edu,54,0,0,0,1,0,1,0
update update,"Hello, here is the team information you requested.",lucia@gmail.com,50,0,0,0,1,0,0,0
document update,"Hello, here is the report information you requested.",lucia@udec.edu,52,0,0,0,1,0,0,0
meeting update,"Hello, here is the report information you requested.",lucia@udec.edu,52,0,0,0,1,0,1,0
meeting update,"Hello, here is the project information you requested.",lucia@gmail.com,53,1,0,0,1,0,1,0
free now,This is your chance to offer 5971 dollars!!!,user737@freemoney.org,44,2,3,1,1,0,1,1
family update,"Hello, here is the document information you requested.",maria@outlook.com,54,0,0,0,1,0,1,0
schedule update,"Hello, here is the update information you requested.",john@outlook.com,52,0,0,0,1,0,0,0
update update,"Hello, here is the meeting information you requested.",lucia@udec.edu,53,0,0,0,1,0,0,0
team update,"Hello, here is the university information you requested.",john@outlook.com,56,1,0,0,1,0,1,0
gift today,This is your chance to crypto 5323 dollars!!!,user270@cheapoffers.com,45,2,3,1,0,0,0,1
update update,"Hello, here is the schedule information you requested.",lucia@gmail.com,54,1,0,0,1,0,0,0
gift today,This is your chance to win 4266 dollars!!!,user463@cheapoffers.com,42,2,3,1,0,0,1,1
university update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,0,0,0,1,0,0,0
document update,"Hello, here is the meeting information you requested.",john@gmail.com,53,0,0,0,1,0,1,0
meeting update,"Hello, here is the schedule information you requested.",lucia@gmail.com,54,0,0,0,1,0,0,0
project update,"Hello, here is the invoice information you requested.",john@gmail.com,53,0,0,0,1,0,1,0
update update,"Hello, here is the family information you requested.",lucia@gmail.com,52,0,0,0,1,0,0,0
family update,"Hello, here is the project information you requested.",john@outlook.com,53,1,0,0,1,0,1,0
win today,This is your chance to win 8256 dollars!!!,user495@freemoney.org,42,2,3,1,1,0,0,1
offer now,This is your chance to money 4926 dollars!!!,user744@cheapoffers.com,44,2,3,1,0,0,0,1
schedule update,"Hello, here is the family information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
project update,"Hello, here is the university information you requested.",john@outlook.com,56,0,0,0,1,0,1,0
free only,This is your chance to crypto 930 dollars!!!,user972@freemoney.org,44,1,3,1,0,0,1,1
meeting update,"Hello, here is the university information you requested.",lucia@gmail.com,56,1,0,0,1,0,0,0
university update,"Hello, here is the family information you requested.",lucia@outlook.com,52,1,0,0,1,0,1,0
report update,"Hello, here is the document information you requested.",kevin@udec.edu,54,1,0,0,1,0,0,0
family update,"Hello, here is the report information you requested.",lucia@gmail.com,52,0,0,0,1,0,1,0
schedule update,"Hello, here is the update information you requested.",kevin@gmail.com,52,0,0,0,1,0,1,0
schedule update,"Hello, here is the team information you requested.",john@gmail.com,50,0,0,0,1,0,0,0
project update,"Hello, here is the invoice information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
team update,"Hello, here is the family information you requested.",lucia@gmail.com,52,1,0,0,1,0,0,0
family update,"Hello, here is the team information you requested.",lucia@outlook.com,50,0,0,0,1,0,0,0
university update,"Hello, here is the report information you requested.",lucia@outlook.com,52,0,0,0,1,0,1,0
university update,"Hello, here is the team information you requested.",lucia@gmail.com,50,0,0,0,1,0,0,0
meeting update,"Hello, here is the team information you requested.",kevin@gmail.com,50,1,0,0,1,0,0,0
prize today,This is your chance to prize 7264 dollars!!!,user886@freemoney.org,44,2,3,1,0,0,0,1
document update,"Hello, here is the document information you requested.",kevin@outlook.com,54,1,0,0,1,0,0,0
document update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,0,0,0,1,0,0,0
prize today,This is your chance to win 1685 dollars!!!,user754@freemoney.org,42,2,3,1,0,0,1,1
schedule update,"Hello, here is the schedule information you requested.",john@udec.edu,54,1,0,0,1,0,0,0
project update,"Hello, here is the update information you requested.",kevin@gmail.com,52,0,0,0,1,0,0,0
university update,"Hello, here is the family information you requested.",kevin@gmail.com,52,1,0,0,1,0,1,0
urgent only,This is your chance to free 2692 dollars!!!,user122@cheapoffers.com,43,1,3,1,0,0,0,1
meeting update,"Hello, here is the project information you requested.",john@udec.edu,53,1,0,0,1,0,0,0
schedule update,"Hello, here is the team information you requested.",kevin@gmail.com,50,0,0,0,1,0,1,0
money now,This is your chance to prize 8344 dollars!!!,user140@lottery.net,44,2,3,1,1,0,0,1
project update,"Hello, here is the update information you requested.",john@udec.edu,52,0,0,0,1,0,1,0
university update,"Hello, here is the family information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
invoice update,"Hello, here is the project information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
meeting update,"Hello, here is the university information you requested.",maria@outlook.com,56,0,0,0,1,0,1,0
meeting update,"Hello, here is the document information you requested.",kevin@gmail.com,54,1,0,0,1,0,0,0
report update,"Hello, here is the update information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
document update,"Hello, here is the meeting information you requested.",lucia@gmail.com,53,0,0,0,1,0,1,0
invoice update,"Hello, here is the meeting information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
offer only,This is your chance to lottery 2920 dollars!!!,user968@cheapoffers.com,46,0,3,1,1,0,1,1
team update,"Hello, here is the update information you requested.",lucia@gmail.com,52,1,0,0,1,0,0,0
update update,"Hello, here is the project information you requested.",kevin@gmail.com,53,0,0,0,1,0,1,0
update update,"Hello, here is the team information you requested.",kevin@outlook.com,50,0,0,0,1,0,0,0
discount today,This is your chance to prize 7353 dollars!!!,user246@cheapoffers.com,44,0,3,1,0,0,0,1
gift only,This is your chance to crypto 1234 dollars!!!,user598@lottery.net,45,1,3,1,1,0,1,1
meeting update,"Hello, here is the project information you requested.",lucia@outlook.com,53,0,0,0,1,0,1,0
invoice update,"Hello, here is the team information you requested.",john@udec.edu,50,0,0,0,1,0,1,0
document update,"Hello, here is the update information you requested.",lucia@udec.edu,52,0,0,0,1,0,1,0
prize now,This is your chance to win 9535 dollars!!!,user409@cheapoffers.com,42,1,3,1,0,0,0,1
offer now,This is your chance to win 2911 dollars!!!,user715@freemoney.org,42,2,3,1,0,0,0,1
crypto today,This is your chance to urgent 2559 dollars!!!,user798@freemoney.org,45,1,3,1,1,0,0,1
report update,"Hello, here is the project information you requested.",maria@outlook.com,53,0,0,0,1,0,0,0
update update,"Hello, here is the meeting information you requested.",john@outlook.com,53,1,0,0,1,0,0,0
money now,This is your chance to gift 146 dollars!!!,user776@cheapoffers.com,42,2,3,1,1,0,1,1
gift now,This is your chance to lottery 2231 dollars!!!,user550@cheapoffers.com,46,0,3,1,1,0,1,1
university update,"Hello, here is the document information you requested.",maria@outlook.com,54,0,0,0,1,0,1,0
family update,"Hello, here is the update information you requested.",john@outlook.com,52,0,0,0,1,0,1,0
win today,This is your chance to win 7344 dollars!!!,user847@cheapoffers.com,42,0,3,1,1,0,1,1
project update,"Hello, here is the meeting information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
lottery now,This is your chance to urgent 3755 dollars!!!,user670@freemoney.org,45,1,3,1,1,0,0,1
document update,"Hello, here is the team information you requested.",maria@outlook.com,50,0,0,0,1,0,0,0
crypto now,This is your chance to gift 1042 dollars!!!,user888@cheapoffers.com,43,2,3,1,0,0,1,1
invoice update,"Hello, here is the meeting information you requested.",maria@outlook.com,53,0,0,0,1,0,1,0
invoice update,"Hello, here is the invoice information you requested.",lucia@udec.edu,53,1,0,0,1,0,0,0
document update,"Hello, here is the project information you requested.",maria@udec.edu,53,0,0,0,1,0,0,0
family update,"Hello, here is the invoice information you requested.",kevin@outlook.com,53,0,0,0,1,0,1,0
schedule update,"Hello, here is the family information you requested.",kevin@outlook.com,52,0,0,0,1,0,1,0
prize now,This is your chance to discount 2069 dollars!!!,user429@freemoney.org,47,1,3,1,1,0,1,1
gift only,This is your chance to prize 4493 dollars!!!,user860@lottery.net,44,1,3,1,1,0,1,1
invoice update,"Hello, here is the family information you requested.",maria@gmail.com,52,0,0,0,1,0,1,0
discount today,This is your chance to offer 9486 dollars!!!,user987@freemoney.org,44,2,3,1,1,0,1,1
free today,This is your chance to urgent 9796 dollars!!!,user937@lottery.net,45,2,3,1,1,0,1,1
prize only,This is your chance to crypto 283 dollars!!!,user481@freemoney.org,44,0,3,1,0,0,1,1
urgent now,This is your chance to gift 4903 dollars!!!,user243@cheapoffers.com,43,0,3,1,1,0,1,1
schedule update,"Hello, here is the team information you requested.",maria@gmail.com,50,1,0,0,1,0,0,0
meeting update,"Hello, here is the schedule information you requested.",maria@udec.edu,54,0,0,0,1,0,0,0
invoice update,"Hello, here is the invoice information you requested.",maria@udec.edu,53,0,0,0,1,0,1,0
family update,"Hello, here is the report information you requested.",maria@outlook.com,52,1,0,0,1,0,0,0
schedule update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,0,0,0,1,0,0,0
family update,"Hello, here is the document information you requested.",maria@outlook.com,54,1,0,0,1,0,1,0
invoice update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,0,0,0,1,0,1,0
offer only,This is your chance to free 5957 dollars!!!,user101@lottery.net,43,1,3,1,1,0,0,1
discount only,This is your chance to win 6837 dollars!!!,user266@freemoney.org,42,0,3,1,1,0,0,1
invoice update,"Hello, here is the report information you requested.",john@outlook.com,52,0,0,0,1,0,0,0
update update,"Hello, here is the update information you requested.",john@udec.edu,52,0,0,0,1,0,1,0
lottery now,This is your chance to crypto 1249 dollars!!!,user262@freemoney.org,45,1,3,1,0,0,1,1
discount only,This is your chance to win 3405 dollars!!!,user451@freemoney.org,42,2,3,1,1,0,0,1
crypto now,This is your chance to win 1090 dollars!!!,user733@freemoney.org,42,2,3,1,1,0,1,1
lottery only,This is your chance to offer 2235 dollars!!!,user988@lottery.net,44,0,3,1,0,0,0,1
project update,"Hello, here is the team information you requested.",kevin@outlook.com,50,1,0,0,1,0,1,0
project update,"Hello, here is the schedule information you requested.",maria@udec.edu,54,0,0,0,1,0,0,0
project update,"Hello, here is the invoice information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
free only,This is your chance to urgent 8315 dollars!!!,user105@freemoney.org,45,0,3,1,1,0,0,1
update update,"Hello, here is the family information you requested.",john@outlook.com,52,0,0,0,1,0,0,0
project update,"Hello, here is the report information you requested.",lucia@gmail.com,52,0,0,0,1,0,0,0
schedule update,"Hello, here is the university information you requested.",kevin@udec.edu,56,0,0,0,1,0,1,0
schedule update,"Hello, here is the invoice information you requested.",kevin@gmail.com,53,0,0,0,1,0,0,0
discount only,This is your chance to urgent 2210 dollars!!!,user245@lottery.net,45,2,3,1,0,0,1,1
update update,"Hello, here is the family information you requested.",maria@gmail.com,52,0,0,0,1,0,0,0
report update,"Hello, here is the schedule information you requested.",lucia@gmail.com,54,1,0,0,1,0,0,0
gift now,This is your chance to free 685 dollars!!!,user626@freemoney.org,42,2,3,1,1,0,1,1
family update,"Hello, here is the report information you requested.",john@gmail.com,52,0,0,0,1,0,0,0
schedule update,"Hello, here is the update information you requested.",kevin@udec.edu,52,1,0,0,1,0,1,0
family update,"Hello, here is the university information you requested.",maria@gmail.com,56,1,0,0,1,0,0,0
money only,This is your chance to offer 5284 dollars!!!,user966@cheapoffers.com,44,0,3,1,0,0,0,1
invoice update,"Hello, here is the update information you requested.",maria@gmail.com,52,0,0,0,1,0,1,0
invoice update,"Hello, here is the report information you requested.",kevin@udec.edu,52,0,0,0,1,0,0,0
schedule update,"Hello, here is the report information you requested.",maria@udec.edu,52,1,0,0,1,0,1,0
lottery now,This is your chance to discount 7580 dollars!!!,user873@freemoney.org,47,1,3,1,0,0,1,1
crypto now,This is your chance to urgent 8099 dollars!!!,user418@freemoney.org,45,1,3,1,0,0,1,1
lottery now,This is your chance to crypto 8092 dollars!!!,user919@cheapoffers.com,45,0,3,1,0,0,0,1
lottery only,This is your chance to money 2958 dollars!!!,user606@freemoney.org,44,0,3,1,1,0,1,1
update update,"Hello, here is the meeting information you requested.",john@outlook.com,53,0,0,0,1,0,0,0
project update,"Hello, here is the project information you requested.",maria@udec.edu,53,0,0,0,1,0,0,0
report update,"Hello, here is the update information you requested.",kevin@gmail.com,52,0,0,0,1,0,0,0
prize only,This is your chance to urgent 3442 dollars!!!,user918@lottery.net,45,2,3,1,0,0,1,1
urgent today,This is your chance to lottery 8325 dollars!!!,user554@freemoney.org,46,0,3,1,0,0,0,1
schedule update,"Hello, here is the invoice information you requested.",kevin@gmail.com,53,0,0,0,1,0,1,0
family update,"Hello, here is the update information you requested.",lucia@outlook.com,52,1,0,0,1,0,0,0
gift only,This is your chance to discount 7015 dollars!!!,user311@cheapoffers.com,47,1,3,1,0,0,1,1
offer only,This is your chance to crypto 2459 dollars!!!,user454@lottery.net,45,0,3,1,0,0,0,1
report update,"Hello, here is the family information you requested.",john@udec.edu,52,1,0,0,1,0,1,0
schedule update,"Hello, here is the document information you requested.",john@udec.edu,54,1,0,0,1,0,0,0
university update,"Hello, here is the family information you requested.",kevin@outlook.com,52,0,0,0,1,0,0,0
project update,"Hello, here is the family information you requested.",maria@udec.edu,52,0,0,0,1,0,0,0
win only,This is your chance to prize 8140 dollars!!!,user143@freemoney.org,44,2,3,1,0,0,1,1
document update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,0,0
urgent only,This is your chance to gift 3756 dollars!!!,user667@lottery.net,43,2,3,1,1,0,1,1
crypto only,This is your chance to discount 9747 dollars!!!,user559@lottery.net,47,0,3,1,1,0,1,1
report update,"Hello, here is the update information you requested.",john@outlook.com,52,0,0,0,1,0,1,0
university update,"Hello, here is the update information you requested.",maria@gmail.com,52,0,0,0,1,0,1,0
document update,"Hello, here is the family information you requested.",john@gmail.com,52,1,0,0,1,0,0,0
urgent now,This is your chance to prize 324 dollars!!!,user532@cheapoffers.com,43,0,3,1,1,0,1,1
meeting update,"Hello, here is the university information you requested.",lucia@outlook.com,56,0,0,0,1,0,1,0
project update,"Hello, here is the document information you requested.",kevin@outlook.com,54,0,0,0,1,0,0,0
project update,"Hello, here is the report information you requested.",lucia@udec.edu,52,0,0,0,1,0,0,0
invoice update,"Hello, here is the family information you requested.",lucia@outlook.com,52,0,0,0,1,0,0,0
free today,This is your chance to discount 4766 dollars!!!,user428@cheapoffers.com,47,1,3,1,1,0,1,1
team update,"Hello, here is the family information you requested.",lucia@udec.edu,52,1,0,0,1,0,0,0
university update,"Hello, here is the family information you requested.",maria@gmail.com,52,0,0,0,1,0,1,0
urgent only,This is your chance to discount 717 dollars!!!,user587@lottery.net,46,0,3,1,1,0,1,1
document update,"Hello, here is the meeting information you requested.",lucia@outlook.com,53,1,0,0,1,0,0,0
document update,"Hello, here is the team information you requested.",kevin@udec.edu,50,0,0,0,1,0,0,0
project update,"Hello, here is the university information you requested.",maria@gmail.com,56,1,0,0,1,0,0,0
update update,"Hello, here is the project information you requested.",maria@outlook.com,53,0,0,0,1,0,0,0
university update,"Hello, here is the invoice information you requested.",lucia@udec.edu,53,0,0,0,1,0,1,0
offer today,This is your chance to win 8023 dollars!!!,user819@cheapoffers.com,42,1,3,1,0,0,1,1
project update,"Hello, here is the meeting information you requested.",maria@udec.edu,53,0,0,0,1,0,0,0
